gene01	gene02	gene03	gene04	gene05	gene06	gene07	gene08	gene09	gene10	gene11	gene12	gene13	gene14	gene15
585	436	0	222	463	14	110	47878	4	10120007	221	87691	0	1427770	25
579	438	5	179	450	8	120	47631	3	10118326	250	87266	1	1426761	29
568	399	1	212	476	16	114	48076	1	10114265	224	88119	0	1429571	29
534	378	0	204	460	14	113	47787	3	10119421	228	87786	0	1428508	23
597	430	0	241	455	10	112	47897	1	10118030	221	87980	0	1426548	23
605	416	4	210	456	12	114	47620	3	10117246	202	87616	2	1430041	23
559	403	5	238	450	14	98	48062	8	10117593	229	87292	1	1426550	27
602	408	0	223	471	11	102	47833	2	10116616	224	88176	0	1427757	33
570	434	1	228	439	7	122	47346	3	10121682	223	88101	1	1425653	37
572	398	2	216	483	19	120	47703	5	10118399	235	87415	0	1427601	42
576	391	5	225	434	14	104	47429	4	10121612	194	88003	0	1427208	25
629	388	4	245	465	16	111	47553	4	10118423	229	87695	3	1427570	31
574	413	3	217	509	11	107	47922	2	10118540	258	87859	0	1429518	27
600	417	1	237	471	9	129	48043	5	10117936	239	88005	1	1428769	14
612	411	0	225	429	14	103	47790	4	10116486	245	87924	2	1427471	24
530	376	4	204	464	19	98	47726	2	10115187	207	87645	1	1427993	24
596	411	5	209	428	5	108	47963	1	10116066	217	88077	0	1429116	34
537	424	2	210	453	7	101	48005	5	10117686	229	87950	1	1427675	31
551	453	3	200	465	9	102	47690	5	10115743	206	87703	0	1428548	29
579	413	2	216	467	11	116	47697	1	10114251	243	87602	0	1427803	25
640	418	0	212	466	5	99	47383	5	10111313	218	88061	0	1426794	33
610	442	3	206	462	9	101	47434	7	10123723	220	87446	0	1426531	32
587	405	1	216	449	7	110	47543	3	10114368	237	87815	1	1429158	30
559	399	2	205	477	7	117	47795	3	10121730	247	87698	0	1429389	23
583	421	1	203	477	13	94	48119	4	10116678	247	87238	0	1428449	27
557	405	4	216	453	11	116	47736	4	10120933	241	87872	0	1427389	33
533	404	1	236	435	15	95	47727	5	10117148	229	87587	1	1429122	22
581	399	3	226	467	16	93	47559	3	10118024	258	87837	1	1427354	31
595	400	1	222	451	11	101	47673	2	10116653	238	87801	1	1428218	29
569	425	5	183	461	22	109	47680	2	10114862	207	87655	0	1426505	27
550	361	4	225	447	11	110	48064	6	10115837	213	88200	0	1428708	21
568	399	3	216	489	11	97	47266	3	10120516	209	87427	0	1427098	39
594	450	3	202	457	12	96	47191	2	10116472	242	87449	1	1427207	31
584	400	1	223	502	15	98	48182	5	10115415	234	87663	0	1426101	36
549	403	3	193	460	10	113	47716	5	10118109	227	87978	0	1424916	37
576	423	1	231	459	11	111	47717	4	10121313	228	88081	0	1427078	23
546	433	4	195	477	6	128	47624	6	10115622	222	87421	0	1429018	19
553	365	3	208	483	11	107	47969	7	10116155	186	87765	0	1428447	30
558	437	2	196	458	8	106	47631	3	10115860	250	87975	0	1427150	22
581	435	2	213	515	18	101	47538	3	10114590	227	87855	0	1428051	30
544	425	4	216	444	18	95	47662	3	10119456	226	87448	0	1427619	38
594	422	2	221	494	10	117	47775	1	10113787	232	87798	0	1427247	31
578	441	4	223	487	10	109	48120	2	10118227	236	87557	0	1428963	28
554	449	1	193	469	12	117	47927	6	10115395	206	87432	0	1426726	36
529	429	4	208	429	8	91	47783	2	10116434	227	87768	0	1427643	33
543	406	2	224	428	13	87	47978	2	10116138	231	87997	0	1427940	24
573	421	2	203	472	11	83	47579	5	10119955	241	87969	0	1427022	40
561	458	4	221	460	9	101	47801	4	10112824	220	87726	4	1428878	32
550	409	2	198	465	11	94	48075	5	10115216	209	87819	0	1428504	29
570	370	1	187	488	11	120	47910	2	10116393	231	88167	0	1426554	29
561	399	2	206	422	6	115	47580	5	10117199	235	87443	0	1429677	23
541	377	2	201	438	14	113	47796	8	10115855	222	87588	0	1425646	29
549	382	3	201	451	12	99	47710	2	10115694	219	88347	2	1428667	28
584	437	3	222	483	18	103	47597	3	10118037	224	87697	0	1426364	25
564	426	2	219	477	11	108	47689	4	10114522	228	87771	1	1427381	40
590	415	4	215	470	9	109	47753	3	10114079	208	88124	0	1428821	29
589	406	4	222	467	13	127	47673	2	10120457	219	87723	2	1429122	24
552	399	1	210	433	11	124	47862	3	10120719	233	87334	0	1428214	26
603	435	1	215	432	12	126	47946	5	10114568	241	87527	0	1428174	22
567	445	2	193	488	9	102	47803	7	10120323	226	87730	0	1428801	27
587	380	0	169	483	11	114	47866	1	10114600	224	87728	0	1427601	26
608	411	4	232	449	17	95	48131	4	10118377	221	87771	0	1428245	29
588	425	3	228	456	12	113	47969	3	10121553	249	87571	0	1429062	38
551	444	4	205	453	6	109	47922	5	10118275	230	87922	0	1428162	37
553	429	0	218	434	17	104	47903	2	10114537	252	87425	2	1427063	29
581	430	2	194	449	9	108	47269	5	10113504	242	87803	0	1428693	30
526	404	2	235	506	11	118	47853	2	10116682	214	88135	1	1426129	30
581	384	2	213	450	11	104	47977	3	10122254	208	87460	0	1428769	31
558	419	2	228	438	17	99	47409	2	10115454	217	87501	1	1427173	36
543	417	7	194	480	13	107	48056	2	10118663	231	88144	0	1426580	28
579	434	5	221	446	9	105	47525	3	10105542	252	87606	0	1429422	28
582	407	1	212	484	17	93	47684	1	10113584	233	87779	1	1429338	31
563	441	0	217	503	13	91	47824	4	10116400	228	87919	2	1426327	24
581	443	2	231	454	9	104	47630	2	10122628	229	87877	0	1426370	26
582	382	6	186	463	17	100	47674	3	10120959	235	88069	0	1426894	32
589	417	0	200	456	15	92	47660	3	10113936	244	87689	0	1425930	29
565	435	1	210	465	13	110	47610	5	10112268	240	87459	0	1427527	34
607	439	3	195	479	17	120	47814	6	10115650	232	88080	2	1427885	27
555	426	2	218	459	15	103	47468	2	10119018	201	87099	0	1428217	32
577	432	2	213	444	17	102	47999	2	10115104	226	87885	1	1428174	34
606	418	1	216	487	13	101	47729	4	10119179	214	87848	0	1427486	27
561	419	2	202	513	10	139	47893	4	10123314	223	87616	0	1429953	28
607	420	1	210	454	3	115	47634	3	10121948	251	87572	0	1425267	36
563	387	4	192	461	17	84	47858	2	10121384	242	87673	1	1428591	31
585	391	2	212	445	9	85	48239	5	10116904	208	87466	0	1426225	30
540	416	3	196	489	14	105	47744	3	10119370	218	88081	1	1428025	31
569	420	3	204	452	5	101	47929	4	10120111	229	87274	1	1426519	25
595	425	4	227	477	13	94	47782	3	10113891	203	88018	0	1427942	37
564	412	3	232	487	25	126	47409	8	10117179	210	87389	0	1426103	31
549	411	1	217	489	11	114	47421	3	10117719	192	87793	0	1427267	26
569	401	0	213	450	12	97	47995	2	10119102	219	87572	0	1426481	27
588	389	5	234	464	8	93	48123	2	10111718	221	87939	1	1427794	22
585	426	2	215	451	12	108	47668	4	10120667	228	88062	1	1425825	26
581	383	2	222	455	9	103	47702	3	10114807	215	87886	1	1426982	36
595	423	4	225	490	16	110	47789	2	10120316	231	88172	0	1428280	37
607	414	1	239	478	11	104	47721	3	10115443	220	88090	2	1428415	33
539	444	1	228	431	10	111	47474	2	10113206	219	87907	2	1428628	30
561	398	2	200	472	10	107	47735	0	10109198	198	87861	0	1428247	29
569	429	0	207	495	10	106	47885	1	10115843	211	88091	0	1426306	29
571	391	2	212	473	10	107	47886	4	10116521	246	88228	0	1428255	23
528	385	1	212	478	9	117	47365	1	10121737	217	87664	1	1426856	37
526	387	0	202	437	21	111	47624	1	10117998	222	87963	0	1428273	35
557	402	0	203	520	11	98	47675	3	10117361	213	88079	1	1428332	23
562	418	2	214	438	12	108	47852	3	10117434	229	87639	1	1429186	28
595	426	4	210	453	15	86	47726	3	10123463	184	87483	1	1427462	40
584	419	6	226	433	12	116	47677	3	10118915	233	87924	0	1427321	27
582	447	3	199	427	7	112	47910	2	10117691	249	87750	0	1428088	29
569	390	0	226	421	12	102	47870	4	10120532	260	87723	0	1428880	29
574	416	5	222	478	12	128	47662	1	10115651	244	87736	1	1426539	29
563	391	1	188	463	14	87	47208	1	10123514	253	87906	0	1427665	38
561	388	0	186	459	11	115	47740	1	10119486	216	87484	0	1427720	37
526	423	1	212	461	15	89	47624	2	10118839	225	88110	1	1426469	24
528	397	3	214	481	9	94	47596	2	10120028	246	87545	3	1428597	26
585	402	2	212	518	12	105	47587	3	10116130	220	87910	0	1429446	31
573	380	3	208	481	12	97	47693	5	10121954	213	87507	0	1428510	28
548	418	1	206	468	6	89	47684	2	10117041	245	87646	0	1428403	26
587	443	2	228	473	11	94	47486	6	10115903	237	87773	0	1425877	23
560	385	3	203	462	11	104	47515	3	10113414	215	87964	0	1430211	30
562	464	0	218	457	14	108	47099	3	10115858	229	87262	0	1426938	35
604	408	0	204	433	15	120	47540	3	10120755	219	87980	1	1427346	32
560	463	1	205	483	15	79	47394	5	10119319	205	88009	2	1427547	24
590	427	5	213	459	8	111	47707	2	10114802	216	87461	0	1429234	41
559	386	0	213	435	12	117	47656	2	10121610	248	87781	0	1426199	42
592	396	0	209	477	11	90	48164	5	10118647	220	87580	0	1425568	35
576	415	3	224	439	13	116	47858	1	10115583	215	87450	1	1427298	25
598	434	2	228	461	11	122	48014	6	10113323	217	87948	0	1427510	32
546	417	6	205	472	12	100	47289	1	10118337	234	86998	0	1429311	25
558	408	4	207	450	14	96	47798	1	10119556	230	87804	0	1428213	26
552	411	3	204	507	16	105	47622	5	10113531	244	87772	1	1428730	40
551	398	1	212	440	7	125	47257	2	10115688	234	87858	0	1429391	26
577	442	3	230	480	10	124	48232	4	10124675	202	87453	0	1427475	38
542	392	2	236	475	9	103	47758	3	10110496	213	87543	1	1429776	24
587	456	2	224	447	10	118	47831	1	10117089	213	87565	1	1427389	34
570	424	5	200	439	11	117	47836	2	10115669	240	87340	0	1429252	32
581	434	2	231	452	6	119	48275	2	10113832	198	88149	0	1426082	30
591	382	1	208	484	17	108	47878	2	10119927	243	87831	0	1429035	32
545	392	4	198	454	16	108	48152	1	10114254	241	87656	0	1429367	29
594	425	3	197	463	14	104	47809	1	10117160	207	87848	1	1427114	27
541	427	1	233	420	18	97	47929	1	10112793	205	87853	0	1427644	25
564	410	1	209	466	13	105	47625	4	10117752	226	87809	0	1429984	31
544	430	1	200	452	19	115	47653	2	10120167	220	87644	0	1426681	21
569	432	1	259	444	12	93	47860	1	10121262	205	88047	1	1429451	37
578	408	2	214	510	12	125	47532	3	10118360	186	87506	0	1428585	27
564	429	3	233	469	11	108	47801	3	10120696	230	87912	0	1427744	38
595	435	2	197	457	18	103	47479	1	10116872	226	87881	0	1425617	24
570	468	0	183	482	16	103	47285	4	10123484	232	88129	1	1425917	29
598	401	1	239	464	11	119	47637	3	10119186	218	87658	1	1426679	27
584	397	4	222	468	14	98	48240	4	10114523	223	87430	0	1427664	29
591	393	3	222	480	11	114	47799	3	10117331	208	87693	0	1427908	30
582	399	0	212	464	13	84	47969	4	10118052	201	88128	0	1428426	26
575	418	1	205	479	14	102	47886	3	10121737	244	87522	0	1427808	33
549	421	2	207	453	9	107	47642	4	10120085	232	87397	3	1428615	29
604	417	2	223	487	16	112	48112	5	10115878	234	87715	2	1427299	19
597	400	2	195	450	9	119	47707	4	10114301	223	87879	0	1426678	26
555	433	0	206	436	12	123	47993	7	10115831	226	87458	3	1427704	26
629	424	5	210	481	20	91	47365	3	10111806	231	87774	1	1425784	30
529	438	4	191	470	10	112	47728	1	10116428	238	87483	0	1429294	27
603	435	3	222	480	12	107	47406	3	10117563	222	88223	0	1429170	27
599	427	4	200	456	14	97	47939	4	10116268	223	88015	1	1426699	28
604	413	1	236	471	11	100	48079	3	10115571	231	87526	0	1429173	34
544	391	2	218	436	12	95	47681	7	10120233	219	87943	1	1427400	24
534	426	2	207	478	16	104	47726	2	10119363	209	87581	0	1427683	26
573	435	4	206	468	14	100	48024	6	10112932	234	87005	0	1428206	35
576	395	2	190	484	11	123	47584	4	10115218	221	87702	0	1426881	36
562	437	5	192	462	16	113	47514	3	10114887	224	87870	0	1429206	36
564	420	1	217	513	13	111	48128	2	10113945	207	87556	0	1426889	29
590	415	0	201	427	13	103	47746	5	10118490	222	87397	0	1426939	33
573	393	2	209	448	12	118	47832	0	10119406	253	88329	2	1426070	32
587	403	2	209	528	14	93	47818	2	10122787	227	87795	0	1428956	26
571	394	2	216	450	19	99	47691	2	10119012	237	87641	1	1427363	38
589	432	2	210	508	14	103	47933	2	10118643	226	88005	0	1427810	28
565	414	0	221	502	17	85	47892	8	10116939	243	87652	0	1426196	37
538	435	2	191	416	13	122	47678	4	10119494	249	87436	1	1427436	27
583	417	3	202	445	5	122	47732	7	10115509	240	87914	0	1427115	27
582	359	6	212	484	12	120	47692	0	10123016	226	87495	1	1429154	27
548	400	2	204	418	9	89	47842	3	10115591	194	87696	0	1426742	25
624	395	5	197	511	12	88	47580	1	10117804	249	87904	0	1427423	26
583	393	4	216	461	14	104	47749	3	10119610	199	88069	1	1429142	35
590	422	1	192	438	11	116	47523	4	10118079	230	87651	0	1428301	31
549	414	1	211	485	11	103	47598	3	10117634	270	88193	0	1426839	31
565	395	4	199	483	12	111	47960	1	10117910	229	87544	0	1427551	21
593	421	0	195	454	21	99	47933	2	10115353	217	87706	0	1426796	26
560	400	5	200	450	12	108	47667	4	10118705	224	87978	0	1426162	32
567	414	3	195	481	10	104	47529	4	10114975	210	87672	0	1429466	35
531	403	5	197	434	17	96	47549	5	10121872	211	87988	0	1427811	27
577	403	0	219	478	16	103	47534	2	10113042	219	87512	2	1427700	26
589	397	1	191	454	13	125	48027	3	10116911	232	87610	0	1426605	33
537	421	0	196	451	17	110	47503	2	10117924	202	87531	1	1429746	30
594	436	3	199	462	12	98	47781	1	10123054	240	88153	2	1428127	34
587	440	2	199	460	14	103	47699	6	10118076	228	88214	1	1430087	30
553	423	3	231	447	14	86	47364	1	10116225	194	88085	0	1428831	31
557	414	3	216	440	11	96	48293	8	10117130	218	87679	0	1427122	30
591	399	1	189	467	19	88	47750	2	10117928	244	87575	0	1426192	45
581	411	1	181	455	9	107	47790	2	10116501	214	87534	0	1429324	33
528	421	1	213	410	15	127	47781	3	10122703	255	87793	3	1425475	27
553	423	4	208	451	7	99	48026	10	10121568	204	88115	1	1427926	24
541	417	1	191	467	10	98	47985	1	10115182	222	87673	0	1426913	40
593	388	4	229	434	14	103	47516	2	10114268	212	88107	0	1429949	32
569	397	2	204	458	13	97	47706	0	10124150	229	87842	1	1426950	30
540	444	2	188	471	18	123	47549	7	10118107	235	87734	0	1429723	26
576	408	2	222	467	12	118	47731	0	10118582	234	87700	0	1428199	28
556	396	1	189	474	7	87	47686	0	10118846	220	87570	0	1428029	32
564	412	1	228	476	10	115	47921	2	10116248	203	87280	1	1427479	37
568	433	1	223	490	11	99	47919	3	10116385	235	88057	0	1428222	25
533	424	1	220	475	10	98	47454	5	10110146	221	87837	0	1427995	30
578	392	2	176	471	18	117	47383	3	10112720	243	88221	0	1426587	36
596	375	1	213	473	11	110	48075	4	10106673	215	87554	0	1429202	25
576	412	2	199	463	8	115	47771	2	10121165	241	87492	0	1426910	34
553	393	2	218	446	12	121	47370	5	10122232	235	87946	0	1426442	33
593	405	1	210	474	10	127	47520	3	10121272	211	87485	0	1428184	24
619	379	3	201	495	10	91	47470	4	10119819	238	87584	0	1426804	30
581	419	1	232	496	12	119	47409	3	10119458	215	87998	0	1426591	28
497	416	1	226	456	11	101	47964	1	10118117	257	87269	1	1426537	24
540	439	1	190	443	11	108	47892	6	10118703	223	87783	1	1427684	33
568	427	5	227	519	12	117	47988	3	10115580	200	87571	0	1428763	32
585	395	2	178	460	12	121	47915	4	10117121	235	87417	0	1425543	25
595	404	2	202	481	11	111	48028	3	10116465	241	87402	0	1427185	31
605	386	3	221	488	16	102	47908	1	10117470	236	87836	0	1427944	24
583	397	3	221	462	12	98	47129	1	10118299	207	87432	1	1426844	36
546	423	2	205	457	19	108	47689	3	10116863	208	87827	0	1427786	22
527	403	3	227	481	15	107	48109	2	10116785	226	87803	0	1427845	28
572	439	3	231	473	8	112	47649	6	10114184	211	87746	0	1429825	39
561	387	4	208	433	6	110	47903	1	10115523	201	87932	0	1427512	30
580	400	2	206	444	10	134	47558	4	10117490	243	87851	0	1427214	28
562	416	0	190	458	7	103	47641	3	10118580	247	88098	0	1427660	29
561	398	4	230	483	13	105	47811	3	10120908	258	87699	0	1426883	35
562	402	0	199	430	18	105	47789	2	10118786	227	87350	1	1429056	33
633	455	3	226	479	16	93	47837	1	10120578	199	87935	1	1426231	31
645	433	1	207	470	9	111	48226	4	10120427	251	87535	0	1426082	37
585	439	2	225	491	13	105	47850	1	10115814	209	87531	0	1428123	30
570	424	2	234	446	10	129	48034	1	10124470	260	88313	0	1428358	30
554	416	2	217	446	11	107	47582	7	10116928	197	88056	1	1428901	38
569	418	1	203	472	12	98	47628	2	10116986	227	87867	0	1427400	43
608	395	1	229	483	18	121	47270	3	10119202	235	87668	1	1429310	30
560	387	2	226	410	18	119	47655	1	10123679	228	88601	1	1426750	34
549	441	5	228	468	6	102	47979	2	10116570	217	87851	0	1428633	28
567	391	2	215	489	11	107	48013	4	10118640	244	87526	1	1428466	22
563	401	1	214	411	13	122	47557	3	10118100	256	87965	0	1427233	40
545	421	4	179	456	14	90	47487	4	10113655	236	87703	0	1426063	29
583	404	2	231	457	8	106	48119	0	10114152	211	87942	0	1428832	33
547	407	3	224	459	11	97	47706	7	10120247	241	87742	0	1429954	30
571	435	5	199	452	7	103	47959	3	10119825	235	88242	0	1428012	30
574	403	2	239	468	11	103	47868	4	10117827	226	87886	2	1427273	36
603	432	0	198	452	9	113	47761	3	10116349	212	87786	0	1428441	23
592	404	2	206	447	9	104	47486	1	10115567	232	88008	0	1426276	28
556	425	2	204	458	17	106	47655	2	10114987	211	88125	0	1429624	37
601	407	3	216	478	11	122	47651	4	10125750	243	87074	0	1427147	40
599	406	3	222	456	14	115	47985	4	10114091	243	87843	1	1426841	31
545	421	3	234	475	16	97	47449	4	10115845	223	87516	0	1430136	26
569	413	2	197	454	20	115	47944	5	10113223	226	87534	0	1428696	37
574	411	1	203	454	7	98	47508	1	10118214	236	87959	0	1428516	20
558	446	0	224	499	12	100	47555	3	10119501	225	87378	2	1425276	33
567	412	4	202	448	11	104	47854	4	10119895	228	87586	0	1428645	20
589	390	1	214	445	19	110	47708	2	10118397	199	87563	1	1428093	27
603	388	2	216	413	12	95	47520	4	10112776	232	87832	1	1429501	27
569	408	3	204	440	10	108	47774	5	10119428	232	87577	1	1427575	29
560	393	1	192	439	10	92	47677	3	10117701	214	88633	1	1426786	28
554	393	1	222	471	14	107	47384	3	10120794	237	87537	2	1426687	18
580	375	2	215	456	15	117	47883	6	10114322	231	88054	0	1426942	33
543	420	0	207	484	12	97	47661	2	10118560	239	87633	0	1429902	27
566	391	1	205	436	8	98	47398	2	10119838	229	87838	0	1425875	23
593	431	2	204	409	14	116	47599	0	10115552	222	87549	0	1427551	24
582	383	3	209	510	17	95	47704	5	10117562	220	87891	3	1427259	27
538	389	2	228	470	15	92	47813	4	10116059	225	87332	0	1428496	33
530	384	4	215	455	10	99	47654	1	10116572	233	87618	0	1427005	21
566	423	2	205	445	15	111	47810	5	10116791	237	87557	3	1428438	25
565	467	0	197	469	6	111	47779	2	10117630	243	87800	1	1428283	21
521	368	2	220	451	21	107	47868	1	10119645	227	87920	1	1428980	24
565	406	1	220	480	10	109	47748	2	10127038	241	87927	0	1428913	29
592	435	0	228	487	6	110	47898	0	10122417	226	87597	0	1424995	25
636	383	1	192	478	18	106	47660	2	10120964	234	87151	2	1428060	22
593	427	1	219	441	21	102	47540	3	10118645	216	88423	1	1427144	34
569	415	3	214	478	13	98	47708	5	10114683	225	88087	0	1429873	35
585	408	2	214	418	18	97	47620	5	10117586	220	87064	0	1427968	34
533	410	4	220	459	19	100	48344	1	10114794	221	87732	1	1428368	29
556	399	3	239	450	16	112	47820	1	10120966	228	87984	2	1428319	26
580	421	3	203	431	13	115	47633	3	10112068	217	87587	0	1427964	28
562	407	4	212	512	11	104	47858	1	10121006	225	87391	0	1429569	29
599	413	3	187	418	13	107	47828	4	10115861	230	87868	0	1428901	24
548	377	1	215	430	11	133	47921	2	10116596	204	88078	1	1429441	22
591	386	1	241	474	12	103	47702	4	10115698	242	87805	0	1429003	25
551	415	3	233	470	14	98	47720	3	10114556	209	87476	0	1426772	33
614	408	3	238	451	12	108	47509	5	10116593	236	88161	0	1426412	32
560	413	2	205	458	15	100	47588	5	10113482	210	88144	1	1427922	38
524	422	3	244	446	15	116	47691	2	10118532	230	87623	1	1426447	35
542	433	3	238	468	13	117	47647	5	10124531	227	88370	2	1428616	38
574	406	2	200	439	13	112	47723	3	10116189	229	87349	1	1427000	28
579	411	2	197	450	13	111	47487	2	10116508	226	87820	0	1426858	21
554	414	3	235	517	12	95	47748	3	10115638	241	87426	0	1427849	31
578	412	0	194	439	10	118	47707	2	10110891	218	87917	0	1427827	27
564	396	1	205	440	13	118	47420	5	10116916	227	87552	1	1427647	36
592	404	2	207	430	13	90	48341	8	10119936	201	87452	0	1428365	27
572	424	0	231	462	17	118	47461	2	10114895	232	88212	0	1428662	32
562	422	3	243	436	14	93	47631	3	10115227	204	87738	0	1426982	28
584	427	1	210	451	11	110	47942	2	10120341	248	88137	1	1426607	22
604	406	1	204	502	12	105	47544	7	10117541	211	88027	0	1427199	31
581	416	3	211	504	12	102	47745	7	10118773	237	88375	0	1427061	30
569	403	3	213	479	9	115	47927	7	10118557	239	87778	0	1429036	27
568	406	6	194	452	6	103	47606	3	10117560	201	87250	2	1426810	26
538	379	3	236	486	17	89	47877	3	10116752	201	86957	1	1426790	27
570	389	2	217	470	14	96	47626	4	10116482	213	87576	1	1428978	37
560	397	2	215	483	9	110	47569	4	10119593	257	87978	1	1427328	31
568	424	1	229	455	15	97	47428	2	10113636	222	87995	1	1429358	31
576	405	1	202	467	14	95	47998	2	10121174	233	87994	0	1425727	33
540	407	1	187	466	15	102	47275	5	10119311	233	88300	2	1427095	31
602	390	6	214	454	13	94	47284	3	10116850	219	87207	0	1428886	40
573	394	0	222	440	15	101	47374	3	10123383	244	87506	1	1427113	33
574	433	1	211	459	13	124	47674	4	10118494	221	87471	0	1427985	27
554	413	1	219	450	10	103	47990	2	10117450	211	87817	2	1428107	29
571	424	2	207	482	12	101	47857	0	10114197	233	87360	0	1426593	24
544	421	0	229	445	14	111	47889	2	10115627	229	88437	1	1425982	30
